Names,variety,country_norm,color_simple,price_level,abv_level,ABV,Ratings,Ratingsnum,Prices
Albert Boxler Pinot Gris Heimbourg 2016,"""Pinot Gris/Grigio",US,White Wine,high,medium,,0.0,0,81.99
Albert Boxler Gewurztraminer Reserve 2017,"""Gewurztraminer",US,White Wine,high,medium,,0.0,0,62.99
Albert Boxler Pinot Gris Sommerberg Wibtal 2016,"""Pinot Gris/Grigio",US,White Wine,high,medium,,0.0,0,81.99
Albert Boxler Gewurztraminer Grand Cru Brand 2016,"""Gewurztraminer",US,White Wine,high,medium,,3.8,7,80.99
Albert Boxler Pinot Blanc 2016,"""Pinot Blanc",US,White Wine,medium,medium,,3.6,12,42.99
Albert Boxler Riesling Reserve 2018,"""Riesling",US,White Wine,high,medium,,0.0,0,69.99
Albert Boxler Pinot Gris Grand Cru Brand 2013,"""Pinot Gris/Grigio",US,White Wine,high,medium,,0.0,0,74.99
Albert Boxler Vendanges Tardives Boland Gewurztraminer (500ML) 2015,"""Other Dessert",US,Red Wine,high,medium,,0.0,0,61.99
Albert Boxler Cremant d'Alsace Brut 2017,"""Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,0.0,0,38.99
Albert Boxler Grand Cru Sommerberg Vendanges Tardives Riesling 2017,"""Other Dessert",US,Red Wine,high,medium,,0.0,0,149.99
Albert Boxler Riesling Grand Cru Brand 2018,"""Riesling",US,White Wine,high,medium,,0.0,0,109.99
Albert Boxler Reserve Pinot Blanc 2017,"""Pinot Blanc",US,White Wine,medium,medium,,0.0,0,45.99
Albert Boxler Chasselas 2017,"""Other White Wine",US,White Wine,medium,medium,,3.6,7,37.99
Albert Boxler Pinot Gris Grand Cru Brand 2016,"""Pinot Gris/Grigio",US,White Wine,high,medium,,4.6,7,81.99
Albert Boxler Riesling 2018,"""Riesling",US,White Wine,high,medium,,0.0,0,58.99
Albert Boxler Pinot Gris 2016,"""Pinot Gris/Grigio",US,White Wine,high,medium,,0.0,0,58.99
Albert Boxler Edelswicker Reserve 2019,"""Other White Blends",US,White Wine,medium,medium,,4.5,6,33.99
Albert Boxler Gewurztraminer 2015,"""Gewurztraminer",US,White Wine,medium,medium,,3.7,9,33.99
Albert Boxler Pinot Noir 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,60.99
Albert Boxler Reserve Pinot Gris 2017,"""Pinot Gris/Grigio",US,White Wine,high,medium,,0.0,0,58.99
Albert Boxler Riesling Grand Cru Brand Kirchberg 2017,"""Riesling",US,White Wine,high,medium,,0.0,0,79.99
Alberto Longo Primitivo 2020,"""Primitivo",US,Red Wine,low,medium,,0.0,0,19.99
Alberto Longo Le Cruste 2017,"""Other Red Wine",US,Red Wine,medium,medium,,0.0,0,29.99
Albet I Noya El Fanio 2020,"""Xarel-lo",US,White Wine,medium,medium,,0.0,0,22.99
Albet I Noya Petit Albet Brut Reserva 2019,"""Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,0.0,0,18.99
Albet I Noya Les Timbes 2016,"""Other Red Blends",US,Red Wine,low,medium,,0.0,0,18.99
Albet I Noya Petit Albet Brut Rose 2019,"""Sparkling Rosé",US,Sparkling & Champagne,low,medium,,0.0,0,18.99
Albet I Noya La Milana 2015,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,29.99
Albino Rocca Barbaresco 2015,"""Nebbiolo",US,Red Wine,high,medium,,3.7,5,52.99
Albino Rocca Barbaresco Vigneto Brich Ronchi (1.5 Liter Magnum) 1998,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,219.97
Alcance Gran Reserva Carmenere 2015,Carmenere,Chile,Red Wine,medium,high,14.5,3.9,24,25.99
Alcance Gran Reserva Cabernet Sauvignon 2015,Cabernet Sauvignon,Chile,Red Wine,medium,medium,0.0,0.0,0,23.99
Alchemist Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,32.99
Alchemist Pinot Noir 2021,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,34.99
Alchemist Chardonnay 2017,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,33.99
Aldo Conterno Colonnello Barolo 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,220.99
Aldo Conterno Granbussia Barolo Riserva 2012,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,929.0
Aldo Conterno Langhe Il Favot Nebbiolo 2018,"""Nebbiolo",Italy,Red Wine,high,medium,,0.0,0,55.99
Aldo Conterno Cicala Barolo 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,220.99
Aldo Conterno Cicala Barolo 1998,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,239.97
Aldo Conterno Romirasco Barolo 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,320.99
Aldo Conterno Colonnello Barolo 1997,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,189.97
Aldo Conterno Barolo Bussia 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,120.99
Aldo Conterno Romirasco Barolo (1.5 Liter Magnum) 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,599.0
Aldo Conterno Conca Tre Pile Barbera d'Alba 2018,"""Barbera",US,Red Wine,medium,medium,,0.0,0,36.99
Aldo Rainoldi San Gregorio Rosso di Valtellina 2019,"""Nebbiolo",US,Red Wine,medium,medium,,0.0,0,33.99
Aldo Rainoldi Sfursat di Valtellina 2019,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,71.99
Aldo Rainoldi Valtellina Superiore Sassella 2018,"""Nebbiolo",US,Red Wine,medium,medium,,0.0,0,34.99
Aldo Rainoldi Valtellina Superiore Inferno Riserva 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,64.99
Aldo Rainoldi Valtellina Superiore Grumello 2019,"""Nebbiolo",US,Red Wine,medium,medium,,0.0,0,34.99
Alessandro & Gian Natale Fantino Rosso dei Dardi 2017,"""Nebbiolo",Italy,Red Wine,medium,medium,,0.0,0,22.99
Alessandro & Gian Natale Fantino Cascina Dardi Bussia Barolo 2013,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,56.99
Alessandro & Gian Natale Fantino Cascina Dardi Bussia Barolo Riserva 2012,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,76.99
Alessandro & Gian Natale Fantino Cascina Dardi Bussia Barolo 2014,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,59.99
Alessandro & Gian Natale Fantino Vino Rosso Laboro Disobedient 2013,"""Nebbiolo",Italy,Red Wine,high,medium,,0.0,0,71.99
Alessandro & Gian Natale Fantino Barbera d'Alba Superiore 2017,"""Barbera",US,Red Wine,medium,medium,,3.6,6,25.99
Alex Foillard Cote de Brouilly 2018,"""Gamay",US,Red Wine,medium,medium,,0.0,0,47.99
Alex Foillard Brouilly 2018,"""Gamay",US,Red Wine,medium,medium,,0.0,0,47.99
Alex Gambal Chambolle-Musigny Aux Echanges Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,209.99
Alex Gambal Nuits-Saint-Georges Clos des Argillieres Premier Cru 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,119.99
Alexakis Kotsifali Syrah 2016,"""Other Red Blends",US,Red Wine,medium,medium,,3.3,10,21.99
Alexakis Assyrtiko 2021,Assyrtiko,US,White Wine,low,medium,0.0,0.0,0,19.99
Alexana Revana Vineyard Pinot Noir 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,61.99
Alexana Terroir Selection Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,34.99
Alexana Terroir Series Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,37.99
Alexander Sandro (OU Kosher) 2018,Other Red Blends,US,Red Wine,medium,medium,0.0,0.0,0,29.99
Alexander Cabernet Sauvignon Reserve (OU Kosher) 2020,Cabernet Sauvignon,US,Red Wine,medium,medium,0.0,0.0,0,44.99
Alexander Grand Reserve Alexander The Great (OU Kosher) 2014,Other Red Blends,US,Red Wine,high,high,14.0,0.0,0,185.99
Alexander The Great Cabernet Sauvignon (OU Kosher) 2016,Cabernet Sauvignon,US,Red Wine,high,medium,13.8,0.0,0,89.99
Alexander Valley Vineyards Sin Zin Zinfandel 2018,"""Zinfandel",US,Red Wine,medium,medium,,3.8,6,20.99
Alexander Valley Vineyards Dry Rose of Sangiovese 2021,"""Rosé",US,Red Wine,low,medium,,0.0,0,19.99
Alexander Valley Vineyards Homestead Red 2019,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,22.99
Alexander Valley Vineyards Estate Chardonnay 2019,"""Chardonnay",US,White Wine,low,medium,,3.7,7,18.99
Alexander Valley Vineyards Gewurztraminer 2020,"""Gewurztraminer",US,White Wine,low,medium,,3.0,5,15.99
Alexander Valley Vineyards Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,3.9,42,28.99
Alexander Valley Vineyards Cyrus 2016,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,61.99
Alexander Valley Vineyards Merlot 2019,"""Merlot",US,Red Wine,low,medium,,4.3,8,19.99
Alexander Valley Vineyards Cabernet Sauvignon (1.5 Liter Magnum) 2016,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,0.0,0,49.99
Alexander Valley Vineyards Zinfandel 2018,"""Zinfandel",US,Red Wine,medium,medium,,0.0,0,22.99
Alexander Valley Vineyards Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,4.0,7,31.99
Alexis Lichine Cabernet Sauvignon 2020,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,15.99
Alexis Lichine Merlot 2020,"""Merlot",US,Red Wine,low,medium,,0.0,0,15.99
Alexis Lichine Merlot 2019,"""Merlot",US,Red Wine,low,medium,,0.0,0,11.99
Alexis Lichine Sauvignon Blanc 2020,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,15.99
Alfred Gratien Brut,"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,4.4,10,60.99
Alfred Gratien Brut Rose,"""Sparkling Rosé",France,Sparkling & Champagne,high,medium,,4.2,15,60.99
Alfredo Arribas SiurAlta Gris 2018,"""Other White Wine",US,White Wine,medium,medium,,0.0,0,31.99
Alfredo Arribas Trossos Vells 2015,"""Carignan",US,Red Wine,low,medium,,0.0,0,16.99
Alfredo Arribas SiurAlta Rouge 2018,"""Grenache",US,Red Wine,low,medium,,0.0,0,19.99
Alfredo Bertolani Rose Lambrusco,"""Sparkling Rosé",US,Sparkling & Champagne,low,medium,,3.5,16,15.99
Alfredo Bertolani Dolce Fiore Lambrusco,"""Lambrusco",US,Red Wine,low,medium,,3.9,56,15.99
Alfredo Bertolani Rosso All'Antica Lambrusco,"""Lambrusco",US,Red Wine,low,medium,,3.8,26,13.99
Alheit Magnetic North 2019,Chenin Blanc,South Africa,White Wine,high,medium,13.36,0.0,0,99.99
Alheit Hemelrand Vine Garden 2017,Other White Blends,South Africa,White Wine,medium,medium,13.5,0.0,0,46.99
Alheit Cartology 2020,Other White Blends,South Africa,White Wine,high,medium,13.29,0.0,0,51.99
Alheit La Colline Semillon 2017,Semillon,South Africa,White Wine,high,medium,13.8,0.0,0,99.99
Alheit Nautical Dawn Chenin Blanc 2020,Chenin Blanc,South Africa,White Wine,high,medium,13.5,0.0,0,54.99
Alias Winery Merlot 2019,Merlot,US,Red Wine,low,medium,0.0,0.0,0,14.99
Alias Winery Cabernet Sauvignon 2020,Cabernet Sauvignon,US,Red Wine,low,medium,0.0,0.0,0,15.99
Alias Winery Pinot Noir 2019,Pinot Noir,US,Red Wine,low,medium,0.0,0.0,0,15.99
Alkoomi White Label Cabernet-Merlot 2020,"""Bordeaux Red Blends",France,Red Wine,low,medium,,0.0,0,17.99
Alkoomi White Label Riesling 2021,"""Riesling",Australia,White Wine,low,medium,,0.0,0,18.99
Alkoomi Black Label Riesling 2020,"""Riesling",Australia,White Wine,medium,medium,,0.0,0,25.99
Alkoomi Semillon-Sauvignon Blanc 2021,"""Bordeaux White Blends",France,White Wine,low,medium,,0.0,0,17.99
Alkoomi Rose 2021,"""Rosé",US,Red Wine,medium,medium,,0.0,0,21.99
Alkoomi Cabernet Sauvignon 2020,"""Cabernet Sauvignon",Australia,Red Wine,medium,medium,,0.0,0,28.99
Allan Scott Marlborough Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,3.5,15,22.99
Allan Scott Marlborough Sauvignon Blanc 2022,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,17.99
Allegrini Valpolicella 2020,"""Other Red Blends",US,Red Wine,low,medium,,4.3,5,19.99
Allegrini Amarone 2018,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,92.99
Allegrini Lugana 2021,"""Other White Blends",US,White Wine,medium,medium,,0.0,0,28.99
Allegrini Palazzo della Torre 2018,"""Other Red Blends",US,Red Wine,low,medium,,4.0,123,18.99
Allegrini La Grola 2018,"""Corvina",US,Red Wine,medium,medium,,4.0,12,35.99
Alma 4 Blanc de Blanc 2017,"""Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,0.0,0,28.99
Alma 4 Blanc de Blanc 2016,"""Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,0.0,0,28.99
Alma Negra Brut Nature Rose,"""Sparkling Rosé",US,Sparkling & Champagne,low,medium,,3.9,60,19.99
Alma Negra M Blend 2018,"""Other Red Blends",US,Red Wine,medium,medium,,4.1,39,24.99
Alma Rosa El Jabali Vineyard Chardonnay 2016,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,45.99
Alma Rosa Sta. Rita Hills Chardonnay 2016,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,38.99
Almaviva 2019,"""Bordeaux Red Blends",France,Red Wine,high,medium,,3.8,5,169.99
Alois Lageder Krafuss Pinot Nero 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,64.99
Alois Lageder Lowengang Chardonnay 2019,"""Chardonnay",US,White Wine,high,medium,,0.0,0,66.99
Alois Lageder Versalto Pinot Bianco 2020,"""Pinot Blanc",US,White Wine,medium,medium,,0.0,0,31.99
Alois Lageder Forra Manzoni Bianco 2020,"""Other White Wine",US,White Wine,medium,medium,,0.0,0,39.99
Alois Lageder Schiava 2021,"""Schiava",US,Red Wine,low,medium,,0.0,0,19.99
Alois Lageder Terra Alpina Pinot Bianco Vigneti delle Dolomiti 2021,"""Pinot Blanc",US,White Wine,low,medium,,0.0,0,18.99
Alois Lageder Porer Pinot Grigio 2020,"""Pinot Gris/Grigio",US,White Wine,medium,medium,,0.0,0,33.99
Alois Lageder Terra Alpina Pinot Grigio Vigneti delle Dolomiti 2021,"""Pinot Gris/Grigio",US,White Wine,low,medium,,0.0,0,19.99
Alois Lageder Terra Alpina Chardonnay Vigneti delle Dolomiti 2021,"""Chardonnay",US,White Wine,low,medium,,0.0,0,17.99
Alpha Box & Dice Golden Mullet of Fury 2017,"""Other White Blends",US,White Wine,medium,medium,,2.5,5,31.98
Alpha Estate Sauvignon Blanc 2021,Sauvignon Blanc,US,White Wine,medium,medium,13.52,0.0,0,22.99
Alpha Estate Rose 2021,Rosé,US,Red Wine,medium,medium,13.5,0.0,0,26.99
Alpha Estate SMX Red Blend 2018,Other Red Blends,US,Red Wine,medium,high,14.6,0.0,0,39.99
Alpha Estate Hedgehog Vineyard Xinomavro 2019,"""Xinomavro",US,Red Wine,medium,medium,,4.5,9,26.99
Alpha Estate Axia Red 2018,Other Red Blends,US,Red Wine,low,medium,0.0,0.0,0,19.99
Alpha Omega Era 2009,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,499.97
Alpha Omega Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,149.99
Alpha Omega Proprietary Red 2018,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,145.99
Alpha Omega Chardonnay 2019,"""Chardonnay",US,White Wine,high,medium,,0.0,0,84.99
Alphonse Mellot Edmond Sancerre Blanc 2019,"""Sauvignon Blanc",US,White Wine,high,medium,,0.0,0,119.99
Alphonse Mellot La Moussiere Sancerre Blanc 2021,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,46.99
Alphonse Mellot La Demoiselle Sancerre Rouge 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,109.99
Alphonse Mellot Les Romains Sancerre Blanc 2020,"""Sauvignon Blanc",US,White Wine,high,medium,,0.0,0,78.99
Alphonse Mellot La Moussiere Sancerre Rouge 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,54.99
Alphonse Mellot Generation XIX Sancerre Blanc 2018,"""Sauvignon Blanc",US,White Wine,high,medium,,0.0,0,99.99
Alta Luna Phases Red Blend 2017,"""Other Red Blends",US,Red Wine,low,medium,,0.0,0,14.99
Alta Luna Sauvignon Blanc 2019,"""Sauvignon Blanc",US,White Wine,low,medium,,3.4,6,15.99
Alta Mora Etna Rosso 2018,"""Nerello Mascalese",Italy,Red Wine,medium,medium,,3.6,21,32.99
Alta Mora Etna Bianco 2020,"""Carricante",Italy,White Wine,medium,medium,,0.0,0,35.99
Alta Vista Vive Cabernet Sauvignon 2020,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,10.99
Alta Vista Atemporal 2018,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,0.0,0,25.99
Alta Vista Vive Malbec 2020,"""Malbec",US,Red Wine,low,medium,,4.0,19,10.99
Alta Vista Estate Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,18.99
Alta Vista Estate Malbec 2020,"""Malbec",US,Red Wine,low,medium,,0.0,0,18.99
Altamana Grande Reserve Malbec 2018,"""Malbec",US,Red Wine,medium,medium,,0.0,0,26.99
Altamura Sauvignon Blanc 2017,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,37.99
Altamura Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,139.99
Altano Douro 2019,Other Red Blends,Portugal,Red Wine,low,medium,13.8,3.9,6,11.99
Altar Uco Edad Moderna Malbec 2021,"""Malbec",US,Red Wine,medium,medium,,0.0,0,25.99
Altar Uco Edad Moderna Red Blend 2019,"""Other Red Blends",US,Red Wine,medium,medium,,3.5,21,25.99
Altar Uco Edad Media Tinto 2016,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,41.99
Altar Uco Edad Media Blanco 2019,"""Other White Blends",US,White Wine,high,medium,,0.0,0,60.99
Altered Dimension Rose,"""Rosé",US,Red Wine,low,medium,,0.0,0,15.99
Altered Dimension Cabernet Sauvignon,"""Cabernet Sauvignon",US,Red Wine,low,medium,,4.0,80,18.99
Altered Dimension Sauvignon Blanc,"""Sauvignon Blanc",US,White Wine,low,medium,,4.1,29,19.99
Altesino Brunello di Montalcino (1.5 Liter Magnum) 2017,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,139.99
Altesino Montosoli Brunello di Montalcino (1.5 Liter Magnum) 2016,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,279.99
Altesino Montosoli Brunello di Montalcino 2017,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,119.99
Altesino Brunello di Montalcino 2017,"""Sangiovese",US,Red Wine,high,medium,,4.4,11,64.99
Altesino Montosoli Brunello di Montalcino (1.5 Liter Magnum) 2017,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,279.99
Altesino Rosso di Montalcino 2020,"""Sangiovese",US,Red Wine,medium,medium,,0.0,0,25.99
Altesino Brunello di Montalcino Riserva 2016,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,129.99
Altesino Brunello di Montalcino (375ML half-bottle) 2017,"""Sangiovese",US,Red Wine,medium,medium,,0.0,0,34.99
Altesino Rosso di Altesino Toscana 2020,"""Sangiovese",Italy,Red Wine,medium,medium,,0.0,0,22.99
Alto Limay Pinot Noir 2018,"""Pinot Noir",US,Red Wine,medium,medium,,3.2,8,21.99
Alto Moncayo Veraton 2018,"""Grenache",US,Red Wine,medium,medium,,4.2,54,31.99
Alto Moncayo Moncayo 2019,"""Grenache",US,Red Wine,medium,medium,,0.0,0,49.99
Alto Moncayo Aquilon 2016,"""Grenache",US,Red Wine,high,medium,,4.3,10,200.99
Alto Moncayo Aquilon 2017,"""Grenache",US,Red Wine,high,medium,,0.0,0,189.99
Alto Tierruca Reserva Pinot Noir 2020,"""Pinot Noir",US,Red Wine,low,medium,,4.1,17,9.99
Altos las Hormigas Colonia Las Liebres Bonarda 2020,Bonarda,Argentina,Red Wine,low,medium,0.0,3.7,45,9.99
Altos las Hormigas Reserva Malbec 2019,"""Malbec",US,Red Wine,medium,medium,,0.0,0,29.99
Altos las Hormigas Appellation Paraje Altamira Malbec 2019,"""Malbec",US,Red Wine,high,medium,,0.0,0,56.99
Altos las Hormigas Reserva Malbec 2018,"""Malbec",US,Red Wine,medium,medium,,3.7,98,33.99
Altos las Hormigas Clasico Malbec 2020,"""Malbec",US,Red Wine,low,medium,,0.0,0,13.99
Altos las Hormigas Uco Valley Terroir Malbec 2018,"""Malbec",US,Red Wine,low,medium,,3.9,15,17.99
Alvaredos-Hobbs Ribeira Sacra Mencia 2019,"""Mencia",US,Red Wine,high,medium,,0.0,0,74.99
Alvaredos-Hobbs Ribeira Sacra Godello 2018,"""Godello",US,White Wine,medium,medium,,4.4,12,49.99
Alvaro Castro DAC Tinto 2018,Other Red Blends,Portugal,Red Wine,medium,medium,13.0,0.0,0,21.99
Alvaro Palacios Camins del Priorat 2020,"""Other Red Blends",US,Red Wine,medium,medium,,3.9,87,29.99
Alvaro Palacios Les Terrasses Priorat 2019,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,51.99
Alvear Pedro Ximenez 1927 (375ML half-bottle),"""Other Dessert",US,Red Wine,medium,medium,,4.4,283,34.99
Alvear Amontillado (Medium Dry),"""Other Fortified",US,Red Wine,medium,medium,,3.9,29,23.99
Alvear Carlos VII Amontillado (375ML half-bottle),"""Other Fortified",US,Red Wine,medium,medium,,3.5,10,28.99
Alvear Tres Miradas Para de Rio Frio 3er Ano 2016,"""Pedro Ximénez",US,White Wine,medium,medium,,0.0,0,29.99
Alvear Fino En Rama 2017,"""Other Fortified",US,Red Wine,medium,medium,,0.0,0,23.99
Alvear Tres Miradas Laderas del Benavente 2019,"""Pedro Ximénez",US,White Wine,medium,medium,,0.0,0,28.99
Alvear Fino En Rama 2014,"""Other Fortified",US,Red Wine,medium,medium,,0.0,0,21.99
Alvear Fino,"""Other Fortified",US,Red Wine,low,medium,,3.4,8,18.99
Alvear Oloroso Asuncion (375ML half-bottle),"""Other Fortified",US,Red Wine,medium,medium,,3.4,14,30.99
Alvear Cream,"""Other Dessert",US,Red Wine,medium,medium,,3.5,21,21.99
Alvear Bodega Palacio Quemado Los Acilates 2016,Other Red Blends,Spain,Red Wine,medium,high,14.0,0.0,0,24.99
Amalaya Blanco 2021,Torrontes,Argentina,White Wine,low,medium,13.0,0.0,0,9.99
Amalaya Malbec 2020,"""Malbec",US,Red Wine,low,medium,,3.9,7,16.99
Amapola Creek Estate Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,59.99
Amapola Creek Monte Rosso Vineyard Zinfandel 2016,"""Zinfandel",US,Red Wine,high,medium,,3.7,9,50.99
Amapola Creek Jos. Belli Vineyards Chardonnay 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,50.99
Amapola Creek Cuvee Alis 2012,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,58.99
Amelia Brut Rose Cremant de Bordeaux,"""Sparkling Rosé",France,Sparkling & Champagne,low,medium,,4.0,34,19.99
Ameztoi Stimatum 2021,"""Other Red Wine",US,Red Wine,medium,medium,,0.0,0,25.99
Ameztoi Stimatum 2020,"""Other Red Wine",US,Red Wine,medium,medium,,2.6,10,29.99
Ameztoi Getariako Txakolina 2021,"""Other White Blends",US,White Wine,medium,medium,,3.8,19,28.99
Ameztoi Getariako Txakolina Rubentis Rose 2021,"""Rosé",US,Red Wine,medium,medium,,4.2,11,28.99
Amici Sonoma Coast Chardonnay 2018,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,35.99
Amici Olema Sauvignon Blanc 2020,"""Sauvignon Blanc",France,White Wine,low,medium,,0.0,0,19.99
Amici Napa Valley Sauvignon Blanc 2020,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,28.99
Amici Olema Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,4.0,47,24.99
Amici Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon 2014,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,199.97
Amici Olema Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,4.3,6,29.99
Amici Napa Valley Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.3,25,59.99
Amici Olema Chardonnay 2020,"""Chardonnay",US,White Wine,low,medium,,4.1,5,18.99
Amici Olema Reserve Chardonnay 2020,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,22.99
Amici Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,189.99
Amici Morisoli Vineyard Cabernet Sauvignon 2014,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,219.97
Amici Spring Mountain Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,179.99
Amici Hirondelle Vineyard Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,169.99
